date;Region;dengue;dengue hemorragico;mosquito dengue;dolor de cabeza;mosquitos;sintomas dengue;vomito
2007-07-01;CO-CAL;0;0;0;13;0;0;0
2007-07-08;CO-CAL;0;0;0;0;0;0;0
2007-07-15;CO-CAL;0;0;0;0;0;0;4
2007-07-22;CO-CAL;5;0;0;0;0;0;2
2007-07-29;CO-CAL;3;0;0;0;0;0;0
2007-08-05;CO-CAL;0;0;0;0;0;0;0
2007-08-12;CO-CAL;0;0;0;0;0;0;0
2007-08-19;CO-CAL;0;0;0;6;0;0;2
2007-08-26;CO-CAL;0;0;0;0;0;0;0
2007-09-02;CO-CAL;0;0;0;0;0;0;0
2007-09-09;CO-CAL;0;0;0;0;0;0;0
2007-09-16;CO-CAL;0;0;0;0;0;0;0
2007-09-23;CO-CAL;0;0;0;0;0;0;0
2007-09-30;CO-CAL;0;0;0;0;0;0;0
2007-10-07;CO-CAL;9;0;0;0;0;0;0
2007-10-14;CO-CAL;3;0;0;0;0;0;0
2007-10-21;CO-CAL;0;0;0;0;2;0;0
2007-10-28;CO-CAL;0;0;0;0;4;0;2
2007-11-04;CO-CAL;0;0;0;0;0;0;2
2007-11-11;CO-CAL;0;0;0;0;0;0;3
2007-11-18;CO-CAL;0;0;0;0;0;0;0
2007-11-25;CO-CAL;5;0;0;0;0;0;0
2007-12-02;CO-CAL;0;0;0;0;0;0;0
2007-12-09;CO-CAL;0;0;0;0;0;0;0
2007-12-16;CO-CAL;0;0;0;0;0;0;0
2007-12-23;CO-CAL;0;0;0;14;0;0;3
2007-12-30;CO-CAL;0;0;0;0;0;0;4
2008-01-06;CO-CAL;0;0;0;0;0;0;0
2008-01-13;CO-CAL;0;0;0;30;40;0;29
2008-01-20;CO-CAL;0;0;0;0;0;0;0
2008-01-27;CO-CAL;0;0;0;0;0;0;0
2008-02-03;CO-CAL;79;0;0;0;0;0;0
2008-02-10;CO-CAL;0;0;0;0;0;0;0
2008-02-17;CO-CAL;55;0;0;100;0;0;0
2008-02-24;CO-CAL;0;0;0;76;0;0;0
2008-03-02;CO-CAL;100;0;0;0;0;0;0
2008-03-09;CO-CAL;0;0;0;0;0;0;0
2008-03-16;CO-CAL;49;0;0;48;0;0;46
2008-03-23;CO-CAL;0;0;0;0;0;0;0
2008-03-30;CO-CAL;0;0;0;0;0;0;0
2008-04-06;CO-CAL;0;0;0;0;0;0;0
2008-04-13;CO-CAL;0;0;0;0;0;0;0
2008-04-20;CO-CAL;78;0;0;0;0;0;0
2008-04-27;CO-CAL;39;0;0;0;100;0;0
2008-05-04;CO-CAL;0;0;0;0;0;0;0
2008-05-11;CO-CAL;0;0;0;0;0;0;0
2008-05-18;CO-CAL;0;0;0;0;0;0;100
2008-05-25;CO-CAL;0;0;0;53;0;0;0
2008-06-01;CO-CAL;0;0;0;29;0;0;0
2008-06-08;CO-CAL;0;0;0;0;0;0;0
2008-06-15;CO-CAL;0;0;0;77;0;0;0
2008-06-22;CO-CAL;0;0;0;40;0;0;0
2008-06-29;CO-CAL;0;0;0;0;35;0;0
2008-07-06;CO-CAL;0;0;0;0;0;0;16
2008-07-13;CO-CAL;0;0;0;0;0;0;0
2008-07-20;CO-CAL;0;0;0;0;0;0;0
2008-07-27;CO-CAL;0;0;0;0;0;0;0
2008-08-03;CO-CAL;0;0;0;0;21;0;0
2008-08-10;CO-CAL;65;0;0;0;21;0;0
2008-08-17;CO-CAL;0;0;0;0;0;0;0
2008-08-24;CO-CAL;0;0;0;0;0;0;0
2008-08-31;CO-CAL;0;0;0;0;0;0;0
2008-09-07;CO-CAL;0;0;0;0;0;0;0
2008-09-14;CO-CAL;0;0;0;59;0;0;0
2008-09-21;CO-CAL;0;0;0;0;0;0;0
2008-09-28;CO-CAL;0;0;0;37;0;0;17
2008-10-05;CO-CAL;0;0;0;0;0;0;0
2008-10-12;CO-CAL;0;0;0;0;0;0;0
2008-10-19;CO-CAL;31;0;0;0;0;0;15
2008-10-26;CO-CAL;22;0;0;0;0;0;0
2008-11-02;CO-CAL;45;0;0;0;18;0;0
2008-11-09;CO-CAL;0;0;0;0;0;0;0
2008-11-16;CO-CAL;0;0;0;0;0;0;0
2008-11-23;CO-CAL;0;0;0;0;0;0;0
2008-11-30;CO-CAL;0;0;0;0;0;0;0
2008-12-07;CO-CAL;0;0;0;0;0;0;0
2008-12-14;CO-CAL;0;0;0;0;27;0;0
2008-12-21;CO-CAL;0;0;0;0;59;0;0
2008-12-28;CO-CAL;0;0;0;0;0;0;0
2009-01-04;CO-CAL;0;0;0;0;42;0;0
2009-01-11;CO-CAL;83;0;0;25;0;0;0
2009-01-18;CO-CAL;0;0;0;0;0;0;0
2009-01-25;CO-CAL;0;0;0;63;0;0;0
2009-02-01;CO-CAL;0;0;0;0;49;0;0
2009-02-08;CO-CAL;0;0;0;0;0;0;0
2009-02-15;CO-CAL;0;0;0;0;0;0;0
2009-02-22;CO-CAL;0;0;0;0;30;0;0
2009-03-01;CO-CAL;0;0;0;0;0;0;0
2009-03-08;CO-CAL;0;0;0;0;0;0;0
2009-03-15;CO-CAL;0;0;0;0;0;0;0
2009-03-22;CO-CAL;0;0;0;0;0;0;0
2009-03-29;CO-CAL;0;0;0;0;0;0;0
2009-04-05;CO-CAL;0;0;0;0;0;0;0
2009-04-12;CO-CAL;0;0;0;0;100;0;0
2009-04-19;CO-CAL;0;0;0;0;0;0;0
2009-04-26;CO-CAL;0;0;0;0;70;0;0
2009-05-03;CO-CAL;0;0;0;0;0;0;0
2009-05-10;CO-CAL;0;0;0;0;0;0;0
2009-05-17;CO-CAL;0;0;0;0;0;0;74
2009-05-24;CO-CAL;0;0;0;0;0;0;0
2009-05-31;CO-CAL;100;0;0;0;0;0;100
2009-06-07;CO-CAL;48;0;0;0;0;0;0
2009-06-14;CO-CAL;0;0;0;0;49;0;0
2009-06-21;CO-CAL;0;0;0;0;0;0;0
2009-06-28;CO-CAL;61;0;0;0;0;0;57
2009-07-05;CO-CAL;0;0;0;0;0;0;68
2009-07-12;CO-CAL;81;0;0;0;0;0;0
2009-07-19;CO-CAL;0;0;0;0;0;0;81
2009-07-26;CO-CAL;0;0;0;100;0;0;0
2009-08-02;CO-CAL;0;0;0;0;0;0;0
2009-08-09;CO-CAL;64;0;0;0;0;0;64
2009-08-16;CO-CAL;0;0;0;0;0;0;0
2009-08-23;CO-CAL;0;0;0;0;0;0;0
2009-08-30;CO-CAL;90;0;0;0;0;0;0
2009-09-06;CO-CAL;0;0;0;62;0;0;0
2009-09-13;CO-CAL;0;0;0;93;0;0;0
2009-09-20;CO-CAL;0;0;0;0;0;0;0
2009-09-27;CO-CAL;0;0;0;0;0;0;47
2009-10-04;CO-CAL;0;0;0;0;0;0;0
2009-10-11;CO-CAL;0;0;0;35;0;0;0
2009-10-18;CO-CAL;0;0;0;81;0;0;49
2009-10-25;CO-CAL;0;0;0;0;0;0;0
2009-11-01;CO-CAL;0;0;0;0;0;0;0
2009-11-08;CO-CAL;0;0;0;0;0;0;0
2009-11-15;CO-CAL;60;0;0;0;0;0;0
2009-11-22;CO-CAL;42;0;0;0;0;0;0
2009-11-29;CO-CAL;0;0;0;0;0;0;0
2009-12-06;CO-CAL;0;0;0;0;0;0;43
2009-12-13;CO-CAL;0;0;0;0;0;0;0
2009-12-20;CO-CAL;0;0;0;60;73;0;0
2009-12-27;CO-CAL;0;0;0;0;0;0;0
2010-01-03;CO-CAL;63;0;0;0;0;0;36
2010-01-10;CO-CAL;0;0;0;0;14;0;0
2010-01-17;CO-CAL;0;0;0;0;0;0;100
2010-01-24;CO-CAL;0;0;0;0;0;0;0
2010-01-31;CO-CAL;82;0;0;0;0;0;0
2010-02-07;CO-CAL;0;0;0;0;0;0;0
2010-02-14;CO-CAL;0;0;0;0;0;0;0
2010-02-21;CO-CAL;0;0;0;0;0;0;0
2010-02-28;CO-CAL;0;0;0;0;0;0;0
2010-03-07;CO-CAL;0;0;0;0;0;0;0
2010-03-14;CO-CAL;52;0;0;0;0;0;0
2010-03-21;CO-CAL;28;0;0;0;100;0;0
2010-03-28;CO-CAL;0;0;0;0;33;0;0
2010-04-04;CO-CAL;0;0;0;0;0;0;0
2010-04-11;CO-CAL;0;0;0;0;32;0;0
2010-04-18;CO-CAL;0;0;0;0;40;0;0
2010-04-25;CO-CAL;32;0;0;0;0;0;0
2010-05-02;CO-CAL;0;0;0;0;0;0;0
2010-05-09;CO-CAL;0;0;0;0;0;0;0
2010-05-16;CO-CAL;0;0;0;0;0;0;0
2010-05-23;CO-CAL;0;0;0;0;0;0;0
2010-05-30;CO-CAL;0;0;0;0;0;0;0
2010-06-06;CO-CAL;100;0;0;67;0;0;0
2010-06-13;CO-CAL;0;0;0;0;0;0;0
2010-06-20;CO-CAL;0;0;0;35;14;0;0
2010-06-27;CO-CAL;0;0;0;0;0;0;0
2010-07-04;CO-CAL;0;0;0;69;0;0;19
2010-07-11;CO-CAL;0;0;0;0;0;0;23
2010-07-18;CO-CAL;0;0;0;0;0;0;0
2010-07-25;CO-CAL;23;0;0;0;0;0;0
2010-08-01;CO-CAL;37;0;0;0;0;0;0
2010-08-08;CO-CAL;0;0;0;0;0;0;0
2010-08-15;CO-CAL;26;0;0;0;0;0;38
2010-08-22;CO-CAL;48;0;0;0;16;0;0
2010-08-29;CO-CAL;0;0;0;34;0;0;0
2010-09-05;CO-CAL;0;0;0;0;0;0;0
2010-09-12;CO-CAL;0;0;0;0;17;0;0
2010-09-19;CO-CAL;39;0;0;100;0;0;0
2010-09-26;CO-CAL;0;0;0;0;9;0;0
2010-10-03;CO-CAL;45;0;0;0;17;0;0
2010-10-10;CO-CAL;0;0;0;0;0;0;0
2010-10-17;CO-CAL;65;0;0;0;0;0;0
2010-10-24;CO-CAL;0;0;0;0;0;0;0
2010-10-31;CO-CAL;0;0;0;0;14;0;0
2010-11-07;CO-CAL;0;0;0;0;0;0;0
2010-11-14;CO-CAL;0;0;0;0;0;0;0
2010-11-21;CO-CAL;0;0;0;0;0;0;12
2010-11-28;CO-CAL;41;0;0;0;0;0;0
2010-12-05;CO-CAL;0;0;0;0;0;0;0
2010-12-12;CO-CAL;0;0;0;0;0;0;0
2010-12-19;CO-CAL;0;0;0;0;0;0;30
2010-12-26;CO-CAL;0;0;0;0;0;0;0
2011-01-02;CO-CAL;89;0;0;0;0;0;0
2011-01-09;CO-CAL;0;0;0;0;100;0;0
2011-01-16;CO-CAL;89;0;0;75;68;0;0
2011-01-23;CO-CAL;0;0;0;0;44;0;37
2011-01-30;CO-CAL;0;0;0;0;0;0;0
2011-02-06;CO-CAL;0;0;0;43;0;0;0
2011-02-13;CO-CAL;50;0;0;0;0;0;0
2011-02-20;CO-CAL;0;0;0;0;0;0;67
2011-02-27;CO-CAL;0;0;0;0;0;0;0
2011-03-06;CO-CAL;0;0;0;78;0;0;0
2011-03-13;CO-CAL;40;0;0;0;0;0;0
2011-03-20;CO-CAL;33;0;0;0;0;0;0
2011-03-27;CO-CAL;0;0;0;45;0;0;0
2011-04-03;CO-CAL;0;0;0;57;0;0;0
2011-04-10;CO-CAL;78;0;0;64;0;0;0
2011-04-17;CO-CAL;68;0;0;0;0;0;0
2011-04-24;CO-CAL;0;0;0;0;0;0;0
2011-05-01;CO-CAL;0;0;0;0;0;0;0
2011-05-08;CO-CAL;0;0;0;59;0;0;0
2011-05-15;CO-CAL;0;0;0;0;0;0;0
2011-05-22;CO-CAL;0;0;0;0;0;0;49
2011-05-29;CO-CAL;0;0;0;53;0;0;0
2011-06-05;CO-CAL;100;0;0;0;0;0;0
2011-06-12;CO-CAL;0;0;0;52;0;0;79
2011-06-19;CO-CAL;0;0;0;0;0;0;35
2011-06-26;CO-CAL;0;0;0;0;0;0;22
2011-07-03;CO-CAL;79;0;0;0;78;0;54
2011-07-10;CO-CAL;0;0;0;70;0;0;0
2011-07-17;CO-CAL;0;0;0;0;0;0;0
2011-07-24;CO-CAL;0;0;0;0;0;0;0
2011-07-31;CO-CAL;44;0;0;0;0;0;0
2011-08-07;CO-CAL;0;0;0;0;0;0;0
2011-08-14;CO-CAL;0;0;0;0;0;0;0
2011-08-21;CO-CAL;43;0;0;0;0;0;0
2011-08-28;CO-CAL;0;0;0;100;0;0;0
2011-09-04;CO-CAL;0;0;0;0;70;0;0
2011-09-11;CO-CAL;34;0;0;0;0;0;0
2011-09-18;CO-CAL;0;0;0;74;0;0;0
2011-09-25;CO-CAL;0;0;0;0;0;0;0
2011-10-02;CO-CAL;0;0;0;0;0;0;0
2011-10-09;CO-CAL;0;0;0;0;0;0;0
2011-10-16;CO-CAL;0;0;0;0;0;0;37
2011-10-23;CO-CAL;0;0;0;97;0;0;0
2011-10-30;CO-CAL;0;0;0;41;0;0;0
2011-11-06;CO-CAL;35;0;0;0;0;0;0
2011-11-13;CO-CAL;81;0;0;0;78;0;0
2011-11-20;CO-CAL;0;0;0;88;0;0;0
2011-11-27;CO-CAL;0;0;0;0;96;0;0
2011-12-04;CO-CAL;0;0;0;0;0;0;0
2011-12-11;CO-CAL;45;0;0;0;0;0;0
2011-12-18;CO-CAL;73;0;0;0;0;0;0
2011-12-25;CO-CAL;0;0;0;0;0;0;100
2012-01-01;CO-CAL;0;0;0;0;100;0;0
2012-01-08;CO-CAL;0;0;0;0;0;0;0
2012-01-15;CO-CAL;0;0;0;0;0;0;67
2012-01-22;CO-CAL;0;0;0;0;0;0;0
2012-01-29;CO-CAL;0;0;0;0;0;0;0
2012-02-05;CO-CAL;0;0;0;0;0;0;0
2012-02-12;CO-CAL;29;0;0;0;0;0;0
2012-02-19;CO-CAL;0;0;0;0;0;0;0
2012-02-26;CO-CAL;45;0;0;26;40;0;40
2012-03-04;CO-CAL;40;0;0;0;0;0;0
2012-03-11;CO-CAL;0;0;0;0;0;0;0
2012-03-18;CO-CAL;76;0;0;0;0;0;0
2012-03-25;CO-CAL;0;0;0;24;0;0;0
2012-04-01;CO-CAL;0;0;0;0;0;0;0
2012-04-08;CO-CAL;86;0;0;0;0;0;0
2012-04-15;CO-CAL;0;0;0;15;0;0;0
2012-04-22;CO-CAL;20;0;0;0;0;0;0
2012-04-29;CO-CAL;53;0;0;0;0;0;0
2012-05-06;CO-CAL;0;0;0;29;0;0;0
2012-05-13;CO-CAL;43;0;0;0;0;0;23
2012-05-20;CO-CAL;0;0;0;0;0;0;24
2012-05-27;CO-CAL;0;0;0;0;0;0;0
2012-06-03;CO-CAL;0;0;0;0;0;0;0
2012-06-10;CO-CAL;41;0;0;0;0;0;54
2012-06-17;CO-CAL;0;0;0;0;0;0;0
2012-06-24;CO-CAL;47;0;0;29;0;0;0
2012-07-01;CO-CAL;0;0;0;0;0;0;0
2012-07-08;CO-CAL;0;0;0;0;0;0;0
2012-07-15;CO-CAL;28;0;0;0;0;0;37
2012-07-22;CO-CAL;0;0;0;0;0;0;0
2012-07-29;CO-CAL;0;0;0;0;0;0;0
2012-08-05;CO-CAL;0;0;0;100;0;0;0
2012-08-12;CO-CAL;0;0;0;0;0;0;0
2012-08-19;CO-CAL;0;0;0;0;0;0;0
2012-08-26;CO-CAL;0;0;0;0;0;0;0
2012-09-02;CO-CAL;0;0;0;22;36;0;0
2012-09-09;CO-CAL;0;0;0;0;32;0;0
2012-09-16;CO-CAL;0;0;0;0;39;0;40
2012-09-23;CO-CAL;0;0;0;61;0;0;0
2012-09-30;CO-CAL;0;0;0;0;0;0;0
2012-10-07;CO-CAL;0;0;0;0;0;0;0
2012-10-14;CO-CAL;0;0;0;0;0;0;100
2012-10-21;CO-CAL;0;0;0;0;0;0;0
2012-10-28;CO-CAL;0;0;0;0;26;0;0
2012-11-04;CO-CAL;27;0;0;34;0;0;0
2012-11-11;CO-CAL;26;0;0;0;0;0;0
2012-11-18;CO-CAL;0;0;0;0;0;0;0
2012-11-25;CO-CAL;0;0;0;0;0;0;0
2012-12-02;CO-CAL;0;0;0;0;0;0;0
2012-12-09;CO-CAL;0;0;0;30;0;0;0
2012-12-16;CO-CAL;0;0;0;23;0;0;0
2012-12-23;CO-CAL;37;0;0;0;46;0;38
2012-12-30;CO-CAL;100;0;0;0;0;0;0
2013-01-06;CO-CAL;0;0;0;0;0;0;0
2013-01-13;CO-CAL;0;0;0;0;0;0;63
2013-01-20;CO-CAL;0;0;0;0;0;0;0
2013-01-27;CO-CAL;0;0;0;0;0;0;0
2013-02-03;CO-CAL;0;0;0;38;100;0;0
2013-02-10;CO-CAL;0;0;0;0;24;0;0
2013-02-17;CO-CAL;0;0;0;0;31;0;0
2013-02-24;CO-CAL;0;0;0;25;54;0;0
2013-03-03;CO-CAL;0;0;0;0;27;0;0
2013-03-10;CO-CAL;0;0;0;0;0;0;0
2013-03-17;CO-CAL;0;0;0;0;0;0;0
2013-03-24;CO-CAL;87;0;0;0;36;0;0
2013-03-31;CO-CAL;0;0;0;0;0;0;0
2013-04-07;CO-CAL;31;0;0;0;0;0;0
2013-04-14;CO-CAL;0;0;0;0;0;0;0
2013-04-21;CO-CAL;0;0;0;0;0;0;0
2013-04-28;CO-CAL;30;0;0;0;0;0;0
2013-05-05;CO-CAL;0;0;0;0;0;0;0
2013-05-12;CO-CAL;0;0;0;0;0;0;100
2013-05-19;CO-CAL;44;0;0;0;0;0;51
2013-05-26;CO-CAL;0;0;0;0;0;0;0
2013-06-02;CO-CAL;0;0;0;0;0;0;0
2013-06-09;CO-CAL;0;0;0;0;0;0;54
2013-06-16;CO-CAL;0;0;0;0;0;0;0
2013-06-23;CO-CAL;0;0;0;0;0;0;0
2013-06-30;CO-CAL;0;0;0;39;0;0;0
2013-07-07;CO-CAL;0;0;0;72;0;0;0
2013-07-14;CO-CAL;60;0;0;21;80;0;0
2013-07-21;CO-CAL;0;0;0;32;0;0;0
2013-07-28;CO-CAL;0;0;0;0;41;0;53
2013-08-04;CO-CAL;0;0;0;0;0;0;0
2013-08-11;CO-CAL;0;0;0;0;0;0;0
2013-08-18;CO-CAL;25;0;0;0;0;0;40
2013-08-25;CO-CAL;23;0;0;0;0;0;0
2013-09-01;CO-CAL;0;0;0;0;0;0;0
2013-09-08;CO-CAL;66;0;0;0;0;0;0
2013-09-15;CO-CAL;0;0;0;46;0;0;0
2013-09-22;CO-CAL;0;0;0;49;0;0;0
2013-09-29;CO-CAL;56;0;0;17;27;0;75
2013-10-06;CO-CAL;0;0;0;0;0;0;0
2013-10-13;CO-CAL;0;0;0;0;45;0;0
2013-10-20;CO-CAL;0;0;0;21;0;0;0
2013-10-27;CO-CAL;0;0;0;22;0;0;48
2013-11-03;CO-CAL;0;0;0;100;0;0;0
2013-11-10;CO-CAL;0;0;0;0;0;0;0
2013-11-17;CO-CAL;0;0;0;0;0;0;0
2013-11-24;CO-CAL;68;0;0;0;0;0;52
2013-12-01;CO-CAL;0;0;0;0;19;0;0
2013-12-08;CO-CAL;100;0;0;57;0;0;0
2013-12-15;CO-CAL;0;0;0;0;0;0;0
2013-12-22;CO-CAL;0;0;0;35;55;0;75
2013-12-29;CO-CAL;0;0;0;0;0;0;0
2014-01-05;CO-CAL;0;0;0;0;0;0;100
2014-01-12;CO-CAL;0;0;0;0;69;0;0
2014-01-19;CO-CAL;0;0;0;0;0;0;77
2014-01-26;CO-CAL;0;0;0;0;0;0;0
2014-02-02;CO-CAL;79;0;0;47;33;0;47
2014-02-09;CO-CAL;0;0;0;0;0;0;0
2014-02-16;CO-CAL;0;0;0;0;22;0;31
2014-02-23;CO-CAL;0;0;0;0;0;0;68
2014-03-02;CO-CAL;0;0;0;34;0;0;0
2014-03-09;CO-CAL;0;0;0;0;0;0;0
2014-03-16;CO-CAL;0;0;0;0;0;0;91
2014-03-23;CO-CAL;52;0;0;15;0;0;59
2014-03-30;CO-CAL;0;0;0;0;0;0;0
2014-04-06;CO-CAL;0;0;0;0;0;0;0
2014-04-13;CO-CAL;0;0;0;0;0;0;0
2014-04-20;CO-CAL;0;0;0;0;0;0;0
2014-04-27;CO-CAL;0;0;0;14;31;0;0
2014-05-04;CO-CAL;0;0;0;9;0;0;41
2014-05-11;CO-CAL;0;0;0;0;21;0;0
2014-05-18;CO-CAL;0;0;0;0;0;0;0
2014-05-25;CO-CAL;0;0;0;0;0;0;0
2014-06-01;CO-CAL;0;0;0;0;0;0;0
2014-06-08;CO-CAL;0;0;0;0;0;0;0
2014-06-15;CO-CAL;0;0;0;0;21;0;0
2014-06-22;CO-CAL;0;0;0;0;0;0;0
2014-06-29;CO-CAL;0;0;0;0;0;0;0
2014-07-06;CO-CAL;0;0;0;0;0;0;27
2014-07-13;CO-CAL;0;0;0;24;0;0;0
2014-07-20;CO-CAL;0;0;0;13;0;0;0
2014-07-27;CO-CAL;0;0;0;0;0;0;0
2014-08-03;CO-CAL;0;0;0;0;61;0;0
2014-08-10;CO-CAL;0;0;0;0;0;0;0
2014-08-17;CO-CAL;0;0;0;0;0;0;0
2014-08-24;CO-CAL;0;0;0;0;0;0;0
2014-08-31;CO-CAL;45;0;0;0;0;0;65
2014-09-07;CO-CAL;0;0;0;0;0;0;0
2014-09-14;CO-CAL;51;0;0;18;0;0;0
2014-09-21;CO-CAL;0;0;0;0;0;0;0
2014-09-28;CO-CAL;0;0;0;19;0;0;0
2014-10-05;CO-CAL;0;0;0;18;0;0;0
2014-10-12;CO-CAL;0;0;0;0;0;0;0
2014-10-19;CO-CAL;46;0;0;49;26;0;26
2014-10-26;CO-CAL;0;0;0;13;0;0;0
2014-11-02;CO-CAL;0;0;0;37;0;0;46
2014-11-09;CO-CAL;0;0;0;18;100;0;0
2014-11-16;CO-CAL;0;0;0;0;0;0;65
2014-11-23;CO-CAL;0;0;0;0;18;0;0
2014-11-30;CO-CAL;0;0;0;18;0;0;0
2014-12-07;CO-CAL;0;0;0;39;0;0;44
2014-12-14;CO-CAL;0;0;0;37;0;0;55
2014-12-21;CO-CAL;0;0;0;100;0;0;0
2014-12-28;CO-CAL;100;0;0;0;0;0;0
2015-01-04;CO-CAL;0;0;0;0;35;0;100
2015-01-11;CO-CAL;43;0;0;0;0;0;0
2015-01-18;CO-CAL;0;0;0;36;0;0;0
2015-01-25;CO-CAL;0;0;0;89;0;0;0
2015-02-01;CO-CAL;34;0;0;84;0;0;65
2015-02-08;CO-CAL;69;0;0;0;0;0;0
2015-02-15;CO-CAL;0;0;0;0;0;0;66
2015-02-22;CO-CAL;0;0;0;0;0;0;0
2015-03-01;CO-CAL;0;0;0;0;29;0;71
2015-03-08;CO-CAL;57;0;0;0;26;0;70
2015-03-15;CO-CAL;75;0;0;39;50;0;0
2015-03-22;CO-CAL;48;0;0;0;0;0;0
2015-03-29;CO-CAL;0;0;0;0;0;0;0
2015-04-05;CO-CAL;0;0;0;0;40;0;0
2015-04-12;CO-CAL;54;0;0;59;0;0;0
2015-04-19;CO-CAL;0;0;0;0;0;0;45
2015-04-26;CO-CAL;0;0;0;0;0;0;0
2015-05-03;CO-CAL;0;0;0;0;96;0;0
2015-05-10;CO-CAL;0;0;0;42;0;0;0
2015-05-17;CO-CAL;82;0;0;91;28;0;0
2015-05-24;CO-CAL;30;0;0;86;0;0;39
2015-05-31;CO-CAL;77;0;0;46;0;0;61
2015-06-07;CO-CAL;0;0;0;59;45;0;28
2015-06-14;CO-CAL;57;0;0;0;0;0;0
2015-06-21;CO-CAL;0;0;0;0;49;0;0
2015-06-28;CO-CAL;0;0;0;0;0;0;0
2015-07-05;CO-CAL;0;0;0;0;0;0;0
2015-07-12;CO-CAL;73;0;0;0;0;0;0
2015-07-19;CO-CAL;61;0;0;35;0;0;0
2015-07-26;CO-CAL;0;0;0;0;0;0;0
2015-08-02;CO-CAL;0;0;0;0;41;0;0
2015-08-09;CO-CAL;0;0;0;33;0;0;0
2015-08-16;CO-CAL;0;0;0;71;23;0;63
2015-08-23;CO-CAL;0;0;0;0;0;0;36
2015-08-30;CO-CAL;0;0;0;0;38;0;86
2015-09-06;CO-CAL;0;0;0;35;50;0;25
2015-09-13;CO-CAL;95;0;0;90;0;0;33
2015-09-20;CO-CAL;39;0;0;0;0;0;58
2015-09-27;CO-CAL;0;0;0;0;32;0;0
2015-10-04;CO-CAL;0;0;0;47;0;0;37
2015-10-11;CO-CAL;0;0;0;0;0;0;0
2015-10-18;CO-CAL;0;0;0;60;0;0;0
2015-10-25;CO-CAL;0;0;0;63;19;0;0
2015-11-01;CO-CAL;29;0;0;100;21;0;0
2015-11-08;CO-CAL;37;0;0;35;25;0;51
2015-11-15;CO-CAL;0;0;0;0;40;0;0
2015-11-22;CO-CAL;0;0;0;0;0;0;0
2015-11-29;CO-CAL;0;0;0;0;0;0;0
2015-12-06;CO-CAL;44;0;0;0;0;0;0
2015-12-13;CO-CAL;0;0;0;86;0;0;0
2015-12-20;CO-CAL;100;0;0;0;0;0;0
2015-12-27;CO-CAL;0;0;0;0;100;0;43
2016-01-03;CO-CAL;0;0;0;0;40;0;0
2016-01-10;CO-CAL;0;0;0;0;0;0;41
2016-01-17;CO-CAL;0;0;0;0;0;0;0
2016-01-24;CO-CAL;0;0;0;25;0;0;0
2016-01-31;CO-CAL;50;0;0;0;0;0;0
2016-02-07;CO-CAL;48;0;0;29;0;0;0
2016-02-14;CO-CAL;32;0;0;0;77;0;0
2016-02-21;CO-CAL;85;0;0;27;0;0;0
2016-02-28;CO-CAL;0;0;0;0;0;0;0
2016-03-06;CO-CAL;0;0;0;60;0;0;0
2016-03-13;CO-CAL;0;0;0;0;0;0;0
2016-03-20;CO-CAL;0;0;0;0;0;0;27
2016-03-27;CO-CAL;0;0;0;0;0;0;0
2016-04-03;CO-CAL;0;0;0;0;0;0;0
2016-04-10;CO-CAL;0;0;0;25;0;0;22
2016-04-17;CO-CAL;26;0;0;0;85;0;0
2016-04-24;CO-CAL;65;0;0;24;49;0;23
2016-05-01;CO-CAL;0;0;0;0;0;0;38
2016-05-08;CO-CAL;0;0;0;28;0;0;0
2016-05-15;CO-CAL;32;0;0;0;72;0;0
2016-05-22;CO-CAL;0;0;0;22;0;0;34
2016-05-29;CO-CAL;0;0;0;0;0;0;93
2016-06-05;CO-CAL;0;0;0;17;0;0;39
2016-06-12;CO-CAL;0;0;0;100;0;0;0
2016-06-19;CO-CAL;68;0;0;36;100;0;0
2016-06-26;CO-CAL;0;0;0;0;0;0;0
2016-07-03;CO-CAL;0;0;0;69;0;0;42
2016-07-10;CO-CAL;100;0;0;24;0;0;0
2016-07-17;CO-CAL;0;0;0;20;0;0;33
2016-07-24;CO-CAL;0;0;0;30;0;0;47
2016-07-31;CO-CAL;0;0;0;33;0;0;0
2016-08-07;CO-CAL;43;0;0;0;0;0;100
2016-08-14;CO-CAL;0;0;0;21;0;0;0
2016-08-21;CO-CAL;91;0;0;0;45;0;0
2016-08-28;CO-CAL;38;0;0;0;0;0;0
2016-09-04;CO-CAL;0;0;0;0;42;0;39
2016-09-11;CO-CAL;0;0;0;0;0;0;29
2016-09-18;CO-CAL;0;0;0;18;0;0;0
2016-09-25;CO-CAL;0;0;0;0;0;0;0
2016-10-02;CO-CAL;0;0;0;0;82;0;0
2016-10-09;CO-CAL;0;0;0;0;0;0;0
2016-10-16;CO-CAL;0;0;0;23;41;0;0
2016-10-23;CO-CAL;0;0;0;0;0;0;24
2016-10-30;CO-CAL;0;0;0;0;0;0;0
2016-11-06;CO-CAL;0;0;0;21;0;0;0
2016-11-13;CO-CAL;0;0;0;19;49;0;0
2016-11-20;CO-CAL;48;0;0;30;0;0;0
2016-11-27;CO-CAL;0;0;0;0;0;0;42
2016-12-04;CO-CAL;86;0;0;33;0;0;36
2016-12-11;CO-CAL;0;0;0;0;0;0;0
2016-12-18;CO-CAL;0;0;0;0;0;0;35
2016-12-25;CO-CAL;0;0;0;0;60;0;73
2017-01-01;CO-CAL;0;0;0;0;0;0;0
2017-01-08;CO-CAL;0;0;0;0;0;0;0
